Title;Price;Area;Rooms;Price per m2;Floor;City_or_District;Province
Gotowy aprtament w ostatnim etapie inwestycji - C1;699000;71.75;3;9742;1;cieszyński;śląskie
3 Pokoje| Obłuże| Szybkie wydanie;519000;60.0;3;8650;3;Gdynia;pomorskie
Komfortowa kawalerka z miejscem parkingowym Raków;600000;27.0;1;22222;1;Warszawa;mazowieckie
Pięciopokojowe Mieszkanie Na Grota Roweckiego;999000;79.8;5;12519;3;Kraków;małopolskie
BEZPOŚREDNIO dla lubiących cisze i prywatność 84m;1573404;84.0;4;18731;4;Warszawa;mazowieckie
Gotowe Przestronne Trzypokojowe Mieszkanie;465000;71.0;3;6549;1;pszczyński;śląskie
Dwupokojowy Apartament Z Tarasem;620000;42.65;2;14537;0;bielski;śląskie
mieszkanie w centrum Dębicy;379000;49.9;3;7595;0;dębicki;podkarpackie
Piękne, 2 pok., po remoncie,centrum N.Huty!;459000;26.0;2;17654;3;Kraków;małopolskie
Tu Historia Łączy Się Z Nowoczesnością - Bytom;450000;142.47;4;3159;4;Bytom;śląskie
Piękne mieszkanie na Jeżycach z antresolą;630000;51.14;2;12319;4;Poznań;wielkopolskie
Centrum / 4 pokoje os. kuchnia - rozkład / 1990rok;895000;74.3;4;12046;1;Wrocław;dolnośląskie
Wykończone pod klucz, 3 pokoje, 2 łazienki;830000;66.38;3;12504;5;Łódź;łódzkie
Mieszkanie 63m2 parter + ogródek;649000;63.18;3;10272;0;wielicki;małopolskie
Nowoczesne mieszkanie z widokiem na rzekę Warta !;529000;44.0;2;12023;7;Poznań;wielkopolskie
M4 Koluszki bezpośrednio;370000;60.51;3;6115;3;wschodni;łódzkie
Piękne mieszkanie na Jeżycach z antresolą;630000;51.14;2;12319;4;Poznań;wielkopolskie
Centrum / 4 pokoje os. kuchnia - rozkład / 1990rok;895000;74.3;4;12046;1;Wrocław;dolnośląskie
Wykończone pod klucz, 3 pokoje, 2 łazienki;830000;66.38;3;12504;5;Łódź;łódzkie
REZERWACJA Żoliborz jasne dwustronne mieszkanie;1025000;49.0;2;20918;4;Warszawa;mazowieckie
Wysoki Standard | 2 Pokoje | Niski Czynsz | Balkon;899000;46.4;2;19375;6;Warszawa;mazowieckie
Kamienica wyremona/3 pok/ 2 balkony/ogrzewanie gaz;699000;79.25;3;8820;0;Wrocław;dolnośląskie
Nowoczesne mieszkanie na Bojarach;545000;37.0;2;14730;6;Białystok;podlaskie
3 pokoje na Górzyskowie, budynek z windą;580000;48.87;3;11868;3;Bydgoszcz;kujawsko-pomorskie
2 pokoje na Osiedlu Leśnym, wyremontowane;395000;44.17;2;8943;2;Bydgoszcz;kujawsko-pomorskie
Funkcjonalne Mieszkanie! Gdańsk Morena;695000;70.0;3;9929;4;Gdańsk;pomorskie
Dwa mieszkania w domu 3 - lokalowym;665000;68.34;4;9731;1;kamieński;zachodniopomorskie
Mieszkanie, 49,70 m², Świętochłowice;359000;49.7;3;7223;4;Świętochłowice;śląskie
Nowoczesne 3-Pokojowe Mieszkanie Z Ogródkiem;462000;63.0;3;7333;0;nowosolski;lubuskie
Sprzedam M-4 Zawiercie Centrum;339000;51.0;3;6647;3;zawierciański;śląskie
Mieszkanie 3 pokojowe, Osiedle Orle, drugie piętro;419000;54.2;3;7731;2;Góra;dolnośląskie
Kawalerka - 31,47 m2 - Zabłocie;566460;31.47;1;18000;1;Kraków;małopolskie
2-pokojowe mieszkanie 40m2 + ogródek Bez Prowizji;428770;40.45;2;10600;0;Szczecin;zachodniopomorskie
3pokojowe mieszkanie z balkonem i piwnicą Popowice;620000;57.3;3;10820;10;Wrocław;dolnośląskie
Promocja | 0 % Prowizji | 0% Podatku PCC;875000;81.17;4;10780;0;Wrocław;dolnośląskie
Dwustronne | Blisko Morza | Gotowe Do Wprowadzenia;757000;47.32;3;15997;0;Gdynia;pomorskie
M-4 w układzie szwedzkim oś. Sikorskiego.;340000;63.0;3;5397;2;Żory;śląskie
70m2 / 1 Piętro / 3 pokoje / Nowsze budownictwo;740000;70.04;3;10565;1;Białystok;podlaskie
1-pokojowy apartament inwestycyjny 24m2;399840;24.99;1;16000;2;Wrocław;dolnośląskie
Piękne mieszkanie na Jeżycach z antresolą;630000;51.14;2;12319;4;Poznań;wielkopolskie
RABAT - Mieszkanie inwestycyjne w centrum Łodzi;231900;27.33;1;8485;1;Łódź;łódzkie
3 pokojowe mieszkanie na Przymorzu Małym;741000;51.4;3;14416;0;Gdańsk;pomorskie
Sprzedam mieszkanie w Bielsku Podlaskim;330000;62.0;4;5323;4;bielski;podlaskie
|| 2 Pok, K-Ce Ligota. Pkp, Centrum Autobusowe ||;379000;53.17;2;7128;2;Katowice;śląskie
Apartament z widokiem na las, duży salon, ogródek;1079000;73.2;3;14740;0;Gdynia;pomorskie
Jasne mieszkanie I 2 pokoje I 9 tyś./m2 ul. Wandy;540000;60.32;2;8952;3;Wrocław;dolnośląskie
Nowe | Gotowe | Komfortowe Mieszkanie;879712;59.44;3;14800;1;Kraków;małopolskie
Gotowe Mieszkanie W Komfortowej Lokalizacji;858389;57.61;3;14900;1;Kraków;małopolskie
172622;838245;57.81;3;14500;2;Kraków;małopolskie
M3 37,5m2 3cie piętro Łódź Wrześnieńska Bałuty;300000;37.5;2;8000;3;Łódź;łódzkie
Gotowe Do Odbioru Komfortowe Mieszkania;772063;51.13;2;15100;1;Kraków;małopolskie
Okazja! Klucze-Czerwiec! Od Dewelopera;499900;39.0;2;12818;5;Warszawa;mazowieckie
✨Przytulne studio mikroapartament✨Jarzębinowa✨19m2;340000;19.0;1;17895;0;Wrocław;dolnośląskie
2 Pokoje Pogórze 38M2 Os. Beauforta Gotowe.;489000;38.4;2;12734;2;pucki;pomorskie
Mieszkanie w stanie deweloperskim 33,83 m2,;395000;33.83;2;11676;1;grodziski;mazowieckie
Do Negocjacji ⭐️ Po Remoncie ⭐️ Wysoki Standard;449000;18.0;1;24944;1;Kraków;małopolskie
Apartamenty nad jeziorem Wilkowskim - Świebodzin;350000;41.5;2;8434;0;świebodziński;lubuskie
Nowoczesne 2-Pokojowe Mieszkanie Pogórze.;669000;41.03;2;16305;2;pucki;pomorskie
2-pokoje na sprzedaż Pogórze, wysoki standard;618000;38.63;2;15998;2;pucki;pomorskie
Dwustronne Słoneczne Mieszkanie Na Jeżycach!;662890;62.5;3;10606;1;Poznań;wielkopolskie
2 Pokoje Pogórze 42M2 Z Halą Garażową I Komórką.;539000;42.74;2;12611;2;pucki;pomorskie
Mieszkanie Idealne Pod Inwestycję Lub Dla Rodziny;299000;83.0;4;3602;1;kościański;wielkopolskie
2 Pokoje Ze Słonecznym Balkonem;499018;38.68;2;12901;0;Gdynia;pomorskie
Komfortowe Mieszkanie 2 Pokoje, 6 Piętro Rzeszów;460095;41.95;2;10968;6;Rzeszów;podkarpackie
2 Pokoje 42M2 Pogórze, Stan Deweloperski, Gotowe;546000;42.04;2;12988;2;pucki;pomorskie
Pięknie Urządzona Kawalerka W Centrum!;195000;26.1;1;7471;4;wołowski;dolnośląskie
3 Pokoje Pogórze Widok Na Morze Z Hg I Kl.;729000;52.49;3;13888;2;pucki;pomorskie
Funkcjonalna kawalerka po remoncie. Blisko centrum;399000;20.0;1;19950;4;Wrocław;dolnośląskie
Mieszkanie do remontu Pabianice ul Śniadeckiego;235000;38.0;2;6184;3;pabianicki;łódzkie
Ścisłe centrum, Ul. Słoneczna;539000;38.0;2;14184;3;Rzeszów;podkarpackie
NOWE mieszkanie 2-pokojowe - TYLKO 9.500,00 zł/m2;421800;44.4;2;9500;0;Bielsko-Biała;śląskie
Bezczynszowe, słoneczne, rozkładowe;749000;71.0;3;10549;0;wołomiński;mazowieckie
OŚWIĘCIM - ul. BAŁANDY / 1 piętro / niski blok;195000;25.4;1;7677;1;oświęcimski;małopolskie
3 pokoje 61,68 m² cegła os. Arkońskie dużo zieleni;490000;61.68;3;7944;0;Szczecin;zachodniopomorskie
Świeżo Wyremontowane | Wysoki Standard | Metro;830000;36.5;2;22740;3;Warszawa;mazowieckie
Bezpośrednio M-3, 37m2, Kutno - aktualne;239000;37.0;2;6459;3;kutnowski;łódzkie
Do zamieszkania w świetnej lokalizacji;1394000;74.6;3;18686;6;Warszawa;mazowieckie
Mieszkanie w apartamentowcu - GOTOWA INWESTYCJA;399000;29.0;1;13759;3;Białystok;podlaskie
Obłędne wnętrze w TOPOWEJ lokalizacji na WILDZIE;1289000;90.19;5;14292;1;Poznań;wielkopolskie
4 pokoje/balkon/OKAZJA;639000;71.12;4;8985;4;Wrocław;dolnośląskie
★★MEGA OKAZJA★★2 pok. 41m2★taras★ogródek★tanie MP;447265;41.1;2;10882;0;Poznań;wielkopolskie
★★MEGA OKAZJA★★2 pok. 42m2★taras★ogródek★TANIE MP;461182;42.04;2;10970;0;Poznań;wielkopolskie
MEGA RABAT★Ustawne 2 pok. 37m2★TANIE MP w hali★;471286;37.08;2;12710;0;Poznań;wielkopolskie
★HiT★ 2 pok + kuchnia lub 3 pok. + aneks ★PREMIUM★;533977;50.38;3;10599;0;Poznań;wielkopolskie
PROMOCJA★MP w hali za PÓŁ CENY★★DWUSTRONNE★RABATY★;572958;54.91;3;10434;8;Poznań;wielkopolskie
PROMOCJA★MP w hali za PÓŁ CENY★★MEGA BALKON★RABATY;585663;55.69;3;10516;2;Poznań;wielkopolskie
PROMOCJA★MP w hali za PÓŁ CENY★★balkon★tramwaj;547699;52.08;3;10516;8;Poznań;wielkopolskie
Chorzów, ul.Bojarskiego, 46m2;463398;49.36;2;9388;2;Chorzów;śląskie
Osiedle przy ul. Jabłonkowej-duży ogród;461175;70.95;3;6500;0;ostrowski;wielkopolskie
Obłędny APARTAMENT z dużym TARASEM na Jeżycach;1089000;70.48;3;15451;7;Poznań;wielkopolskie
BONARKA gotowe 4 Pok dwustronne balkon GARAŻ mpec;964000;68.96;4;13979;5;Kraków;małopolskie
parter 63,5 m2, ogródek i 2 miejsca postojowe;585000;63.52;3;9210;0;wołomiński;mazowieckie
Apartament inwestycyjny przy plaży w Jelitkowie;1699000;50.0;2;33980;0;Gdańsk;pomorskie
Elegancki apartament w Browarach Warszawskich;2150000;50.86;2;42273;1;Warszawa;mazowieckie
dwie kondygnacje,111,73 m2, dwa miejsca postojowe;680000;111.73;6;6086;1;wołomiński;mazowieckie
3-pokojowe mieszkanie w świetnej lokalizacji;1050000;77.4;3;13566;3;Gdańsk;pomorskie
"Komfortowy apartament w "" Olimpia Port """;795000;50.0;2;15900;0;Wrocław;dolnośląskie
Zainwestuj i zarabiaj w Stegnie, 800 M od morza;499000;27.32;1;18265;2;nowodworski;pomorskie
Przestronne Mieszkanie w Pucku 450m od Zatoki;609000;50.75;2;12000;1;pucki;pomorskie
*Puck - dwupokojowe z widokiem na Zatokę Pucką!*;825000;42.31;2;19499;2;pucki;pomorskie
Trzypokojowe mieszkanie, gotowe do zamieszkania!;519000;53.1;3;9774;2;Olsztyn;warmińsko-mazurskie
2-pokojowe mieszkanie z loggią na Gajowickiej;560000;51.1;2;10959;3;Wrocław;dolnośląskie
Funkcjonalne mieszkanie 3-pokojowe z balkonem;463000;59.5;3;7782;0;Olsztyn;warmińsko-mazurskie
Mieszkanie z ogródkiem osiedle Sonata;449000;43.15;2;10406;0;szczycieński;warmińsko-mazurskie
Dwupokojowe mieszkanie w sercu Żukowa;559000;55.6;2;10054;1;kartuski;pomorskie
Sprzedam przytulne stylowo wykończone mieszkanie;290000;38.0;2;7632;4;staszowski;świętokrzyskie
Mieszkanie przy Parku Chopina | + Gratis;310000;47.0;2;6596;1;Mysłowice;śląskie
Świeżo Wyremontowane | Wysoki Standard | Metro;830000;36.5;2;22740;3;Warszawa;mazowieckie
Nowe GOTOWE mieszkanie 4 pok dwupoziomowe przy M1;1385000;92.86;4;14915;5;Kraków;małopolskie
pine.apartments - Apartament typu SUITE z widokiem;725000;62.0;3;11694;3;karkonoski;dolnośląskie
Świetne 2-pokojowe, widne;340000;39.0;2;8718;4;Olsztyn;warmińsko-mazurskie
Dla rodziny lub jako inwestycja- blisko Kortowo;439000;57.09;3;7690;2;Olsztyn;warmińsko-mazurskie
2 Pokoje| Balkon | Piwnica | Żoliborz;589000;38.0;2;15500;7;Warszawa;mazowieckie
Atrakcyjne mieszkanie w Krośnie;235000;30.0;2;7833;2;Krosno;podkarpackie
Mieszkanie, 43,14 m², Zabrze;135000;43.14;1;3129;0;Zabrze;śląskie
NOWA kawalerka GOTOWA do wprowadzenia Łagiewniki;250000;20.0;1;12500;2;Kraków;małopolskie
Kawalerka na parterze w centrum;249000;43.9;1;5672;0;Zamość;lubelskie
M-3 Chemików;399000;37.18;2;10732;2;nowodworski;mazowieckie
Ustawne i przestronne M4, balkon BMC;415000;60.0;3;6917;10;Katowice;śląskie
3 Pokojowe Mieszkanie Z Dwoma Werandami I Balkonem;896550;64.51;3;13898;0;Warszawa;mazowieckie
2 Pokoje Katowice Dyrekcyjna Taras z widokiem;534750;46.5;2;11500;3;Katowice;śląskie
M-4 Tysiąclecie, super lokalizacja, super stan;429000;63.8;3;6724;2;Częstochowa;śląskie
Mieszkanie, 38 m², Strzelce Opolskie;249000;38.0;2;6553;3;strzelecki;opolskie
Wykończone 2 Pokoje, Widok Na Park | Płaszów;685000;36.0;2;19028;2;Kraków;małopolskie
Gdańsk Wałowa Kawalerka Inwestycyjna;639000;29.0;1;22034;1;Gdańsk;pomorskie
Gotowe 2 Pokoje, Widok Na Park | Płaszów;580000;36.0;2;16111;2;Kraków;małopolskie
✅KROWODRZA 2 Pok + kuchnia balkon KLIMA media MPEC;699000;40.4;2;17302;6;Kraków;małopolskie
Mieszkanie w centrum Konina z balkonem;205000;33.0;2;6212;3;Konin;wielkopolskie
Do wejścia z tarasem i miejscem parkingowym;629000;69.0;2;9116;1;Sosnowiec;śląskie
69m, 3 pokoje, miejsce postojowe ogrodzone osiedle;675000;69.0;3;9783;1;Gdańsk;pomorskie
Fajne 3 pokojowe mieszkanie na Wysokim Stoczku;614000;55.52;3;11059;3;Białystok;podlaskie
Sprzedam kawalerkę;180000;35.0;1;5143;1;elbląski;warmińsko-mazurskie
Perełka Inwestycyjna 2 pokoje ul. Puławską;615000;35.05;2;17546;5;Warszawa;mazowieckie
2 Pokoje W Centrum Gdyni;939000;56.12;2;16732;4;Gdynia;pomorskie
Pilotów 21 | mieszkanie 4-pok. | A/21;1496890;87.83;4;17043;5;Gdańsk;pomorskie
Mieszkanie 64,65 m2 - Ceglana Park - Katowice;762870;64.65;2;11800;1;Katowice;śląskie
Widok na zieleń i przestrzeń dla rodziny.;1220000;78.0;4;15641;1;Warszawa;mazowieckie
Mieszkanie na zadbanym, zielonym osiedlu -3 pokoje;750000;60.5;3;12397;2;Wrocław;dolnośląskie
Mieszkanie 73m2 przy Jana Pawła II / Centrum!;860000;73.0;3;11781;3;Wrocław;dolnośląskie
Apart 2-pok NAD MORZEM | Cena brutto | 35,18 m²;505824;35.18;2;14378;4;kołobrzeski;zachodniopomorskie
Bez prowizji! | Basen | Garaż! ⭐️;1759000;107.4;4;16378;5;Warszawa;mazowieckie
3-pokojowe mieszkanie w wysokim standardzie / Gaj;1050000;68.0;3;15441;2;Wrocław;dolnośląskie
Osiedle Wilka – 2 min od jeziora, obok Świebodzina;390000;50.8;2;7677;1;świebodziński;lubuskie
3 pokojowe mieszkanie Tuż Przy Dworcu / 63,6 m2;670000;63.6;3;10535;0;Wrocław;dolnośląskie
mieszkanie 2-pokoje, Piątkowo | Nowy budynek;487388;45.98;2;10600;1;Poznań;wielkopolskie
Mieszkanie 63 m2 1 piętro balkon, Okrzeszyniec;495000;63.0;3;7857;2;Rybnik;śląskie
Mirosza 3 rynek pierwotny;475000;43.1;2;11021;3;miński;mazowieckie
Dla rodziny lub jako inwestycja- blisko Kortowo;439000;57.09;3;7690;2;Olsztyn;warmińsko-mazurskie
Atrakcyjne 3 pokoje, oddanie marzec 2025;995000;68.0;3;14632;4;Warszawa;mazowieckie
M3 Bydgoska ok. Manufaktury;315000;46.0;2;6848;0;Łódź;łódzkie
2 niezależne pokoje + balkon| ul.Józefowska;339000;51.0;2;6647;5;Katowice;śląskie
toplokalizacja/3pok./Borek/Mielecka/Krzyki/rozkład;598999;47.4;3;12637;4;Wrocław;dolnośląskie
2 pokoje/ Tauron Arena/ balkon/ garaż/ 0 PROWIZJI;799000;42.87;2;18638;3;Kraków;małopolskie
Bezpośrednio dwa pokoje do remontu z ogródkiem;799000;48.67;2;16417;0;Warszawa;mazowieckie
Praga Południe / Biskupia / Gocławek;799000;57.1;2;13993;1;Warszawa;mazowieckie
Ustawne 3 pokoje + balkon + piwnica / 0 PROWIZJI;899000;60.91;3;14759;0;Kraków;małopolskie
Dwa pokoje ⭐️ Bemowo ⭐️ Ciche ⭐️;749000;46.5;2;16108;4;Warszawa;mazowieckie
Studio / Stara Praga / Kamienica 1878 rok;445000;23.47;1;18960;3;Warszawa;mazowieckie
Nowe 2 pokoje + Komórka lok. + Miejsce Postojowe;396000;36.0;2;11000;2;Gdańsk;pomorskie
Apartament Mątwicka - Ochota;989000;57.49;3;17203;3;Warszawa;mazowieckie
Słoneczne 2 pokoje + Parking za 0zł + Ogrodek 20m2;430300;40.0;2;10758;0;Gdańsk;pomorskie
Świeżo wyremontowane, niski czynsz, 1 piętro;229000;38.58;1;5936;1;Śląska;śląskie
Mieszkanie 3 pokojowe;669000;63.0;3;10619;1;Rzeszów;podkarpackie
Apartament 2 Pok. Z Ogródkiem Lux +Garaż +Komórka;1200000;40.4;2;29703;0;Warszawa;mazowieckie
NOWE, wykończenie w cenie. Nie musisz szukać ekip!;541000;38.0;2;14237;1;Warszawa;mazowieckie
Rozkładowe 2 pokoje, balkon, blisko metra Trocka;684000;45.88;2;14908;4;Warszawa;mazowieckie
Duże Mieszkanie W Zielonej Okolicy;699000;69.34;3;10081;1;Kraków;małopolskie
MIESZKANIE KOŚCIAN os. Jagiellońskie | 58,6m2 |;359000;58.6;3;6126;4;kościański;wielkopolskie
3-pokojowe mieszkanie 55 m2 + plus balkon;826500;55.1;3;15000;4;Gdańsk;pomorskie
Czteropokojowe mieszkanie z balkonem;750000;90.0;4;8333;3;Szczecin;zachodniopomorskie
2 pokoje, ogródek, taras 56 mkw. Tylko 6 mieszkań;787000;38.37;2;20511;0;Warszawa;mazowieckie
Widokowe Trzy Pokoje Gotowe Do Zamieszkania!;465000;54.0;3;8611;8;Bielsko-Biała;śląskie
Dwupoziomowe mieszkanie z ogródkiem! Nowość!;699000;86.0;4;8128;0;piaseczyński;mazowieckie
Osiedle Brzozowy Zakątek;615000;88.91;4;6917;1;bydgoski;kujawsko-pomorskie
Osiedle Brzozowy Zakątek;615900;88.9;4;6928;1;bydgoski;kujawsko-pomorskie
Mieszkanie z Fakturą Vat 23%;290000;54.19;2;5352;0;bydgoski;kujawsko-pomorskie
3 pokoje-blok- Bydgoskie Przedmieście;540000;67.44;3;8007;3;Toruń;kujawsko-pomorskie
Osiedle Brzozowy Zakątek!!!;615000;87.78;4;7006;0;bydgoski;kujawsko-pomorskie
Mieszkanie, 55 m², Warszawa;1320000;55.0;3;24000;3;Warszawa;mazowieckie
Mieszkanie, 37,50 m², Warszawa;599000;37.5;2;15973;1;Warszawa;mazowieckie
Na sprzedaż dwa pokoje 49,76 m2 ul. Cybernetyki;980000;49.76;2;19695;1;Warszawa;mazowieckie
Mieszkanie, 57,14 m², Warszawa;900000;57.14;3;15751;10;Warszawa;mazowieckie
Mieszkanie, 52 m², Warszawa;750000;52.0;2;14423;3;Warszawa;mazowieckie
3 pokoje do remontu- 10 minut do Starówki!;360000;48.7;3;7392;6;Toruń;kujawsko-pomorskie
4Podkowy/3pok./ok.Ołtaszyna/Wysoka/balkon!/premium;799998;103.5;3;7729;3;wrocławski;dolnośląskie
toplokalizacja/3pok./Borek/Mielecka/Krzyki/rozkład;598999;47.4;3;12637;4;Wrocław;dolnośląskie
Klimatyczne mieszkanie na Starym Mieście;955000;50.12;3;19054;4;Warszawa;mazowieckie
Mieszkanie z tarasem na dachu i widokiem na park!;1034310;69.0;1;14990;3;Poznań;wielkopolskie
Devoloperskie M3 44m2 dwa pokoje, Leśne Zawisza;409900;40.76;2;10056;6;Bydgoszcz;kujawsko-pomorskie
Blisko Centrum, Dwa Balkony, Idealna Inwestycja;349000;44.0;2;7932;11;Toruń;kujawsko-pomorskie
Gotowe Do Wprowadzenia / Blisko Skm (600M)!;509000;62.43;3;8153;1;wejherowski;pomorskie
Smolec, Piękne 3 pokojowe mieszkanie z ogrodem;769000;69.0;3;11145;0;wrocławski;dolnośląskie
3 pokoje Łąkowa Mokre po remoncie!;519000;57.86;3;8970;3;Toruń;kujawsko-pomorskie
2 pokoje, media miejskie, ciepłe i jasne;349000;36.0;2;9694;3;oławski;dolnośląskie
Kielce, Centrum, ul. Żeromskiego, 2 pokoje;439000;39.9;2;11003;2;Kielce;świętokrzyskie
Praga Południe, 2 pokoje, 1 pietro, ul. Szaserów;679000;35.0;2;19400;1;Warszawa;mazowieckie
Nowoczesne 2 pokoje na sprzedaż, Chojnice, NOWE;339000;34.08;2;9947;2;chojnicki;pomorskie
3 osobne pokoje, jasna kuchnia, balkon;599000;54.22;3;11048;4;Kraków;małopolskie
Dwupokojowe z garderobą 56,6m2;792400;56.6;2;14000;5;Warszawa;mazowieckie
Kawalerka z ogródkiem i tarasem. Oddanie 3 kw 25 r;660000;29.8;1;22148;0;Warszawa;mazowieckie
Diamentowe Osiedle/3 Pokoje/W Trakcie Wykończenia;785000;50.21;3;15634;0;grodziski;mazowieckie
Duże mieszkanie z ogrodem, bezczynszowe;269000;64.0;3;4203;1;kłodzki;dolnośląskie
Blisko metra, 2 pokoje z dużym tarasem;890000;46.3;2;19222;6;Warszawa;mazowieckie
Mieszkanie Blisko Plaży 3-Pokoje | Sopot;999000;61.0;3;16377;0;Sopot;pomorskie
Nowość/3 Pokoje/Promocja/Do Wejścia;1115000;64.4;3;17314;2;Warszawa;mazowieckie
2 Pokoje | Ogródek z tarasem | Nowe, wykończone;469000;36.72;2;12772;0;Toruń;kujawsko-pomorskie
2 pokoje, osobna kuchnia, balkon, winda;558000;45.0;2;12400;5;Kraków;małopolskie
3 pokoje na Płycie Redłowskiej blisko morza;659000;46.23;3;14255;2;Gdynia;pomorskie
Metro Dworzec Wileński/ Zamknięte Osiedle/3 Pokoje;810000;46.2;3;17532;1;Warszawa;mazowieckie
Gotowe do wprowadzenia 2 pokoje, z balkonem, Skm;525000;37.5;2;14000;4;Warszawa;mazowieckie
Skarpa 48m2 gotowe do wprowadzenia winda!;385000;48.5;2;7938;8;Toruń;kujawsko-pomorskie
Świetne Na Wynajem / Metro Księcia Janusza;549000;30.6;2;17941;10;Warszawa;mazowieckie
Poleska/Top/3pok/okazja/loggia/piwnica;611999;57.1;3;10718;4;Wrocław;dolnośląskie
3 pokoje , balkon, winda/ obok Placu Centralnego;850000;61.38;3;13848;1;Kraków;małopolskie
Skarpa Konstytucji 3-go Maja do własnej aranżacji;349000;48.7;2;7166;4;Toruń;kujawsko-pomorskie
2 pokoje/cicha okolica/ogród/balkon/piwnica;399000;62.23;2;6412;2;wrocławski;dolnośląskie
Na sprzedaż mieszkanie pełne pozytywnej energii;1222500;81.5;4;15000;3;zachodni;mazowieckie
Wyątkowe 2 poziomowe mieszkanie | 101 m2 | Mokotów;2890000;101.0;3;28614;3;Warszawa;mazowieckie
2 pokoje z balkonem.;1250000;47.69;2;26211;5;Warszawa;mazowieckie
Nowe|3 Pokoje|Bezczynszowe|Duży Balkon;630000;65.0;3;9692;1;Bielsko-Biała;śląskie
Skanska. Wysoki standard. 4 pokoje.;3260000;120.0;4;27167;3;Warszawa;mazowieckie
M-4|ogródek|zachód|klucze|B7;452000;48.7;3;9281;0;Bielsko-Biała;śląskie
Nowe|3Pokoje|Balkon|Garaż|Centrum;475000;52.6;3;9030;2;Bielsko-Biała;śląskie
100m2|ogródek|4-5pokoi|klucze A6;599000;101.0;3;5931;1;Bielsko-Biała;śląskie
PODŁOGÓWKA| DUŻY BALKON| RABAT 44TYS|B6;441000;56.6;3;7792;1;Bielsko-Biała;śląskie
Blisko Centrum, Dwa Balkony, Idealna Inwestycja;349000;44.0;2;7932;11;Toruń;kujawsko-pomorskie
2 Pokoje W Kamienicy - Parking - Śródmieście Pd;1555000;50.0;2;31100;1;Warszawa;mazowieckie
Winda / 2 pokoje / 2 piętro;389000;44.0;2;8841;2;kłodzki;dolnośląskie
2-pokojowe mieszkanie 47m2 + taras Bezpośrednio;534000;47.23;2;11306;1;Warszawa;mazowieckie
2 pokoje Sosnowiec Sielec Klimontowska;344270;42.2;2;8158;1;Sosnowiec;śląskie
PO REMONCIE | 3 pokoje |Tauron Arena| klimatyzacja;829000;47.55;3;17434;4;Kraków;małopolskie
Przytulne i komfortowe 65mkw z ogródkiem na Wawrze;849000;65.3;3;13002;0;Warszawa;mazowieckie
"2 ostatnie piętro; 3 pok. komórka w cenie. Garaż.";1100000;57.45;3;19147;2;Warszawa;mazowieckie
Sprzedam Bezpośrednio;490000;25.72;1;19051;4;Warszawa;mazowieckie
Przestronne mieszkanie z ogródkiem ul. Zimowa L2;789746;105.44;3;7490;0;pszczyński;śląskie
Słoneczne M-3 Czerwionka Leszczyny- 2 Balkony;235000;44.9;2;5234;3;rybnicki;śląskie
Mieszkanie 3 pokojowe|Blisko Bonarka!|62,34m2;809000;62.34;2;12977;8;Kraków;małopolskie
premium/Vivaldiego/Krzyki/Tanio/okazja/2pok/balkon;569998;42.4;2;13443;1;Wrocław;dolnośląskie
4-pokojowe mieszkanie 67m2 + ogródek;1270000;67.65;4;18773;0;Kraków;małopolskie
3M w zabudowie szeregowej z 2019r._ogródek i taras;649000;55.0;3;11800;0;Wrocław;dolnośląskie
M-3- Doskonała Lokalizacja!!!! II Piętro;280000;45.62;2;6138;2;gliwicki;śląskie
Sprzedam przytulne mieszkanie 2 pokoje Ustronie;349000;43.8;2;7968;6;Radom;mazowieckie
Dwupokojowe Mieszkanie Gdynia -Orłowo;749900;44.5;2;16852;1;Gdynia;pomorskie
Medyków 32 | mieszkanie 3-pok. | 84;743730;57.21;3;13000;4;Katowice;śląskie
Dwupoziomowe mieszkanie z ogródkiem i balkonami;1050000;156.0;5;6731;1;wielicki;małopolskie
Czysta 4 | mieszkanie 1-pok. | 07_170;760606;31.43;1;24200;6;Wrocław;dolnośląskie
Śródmieście Gdyni 3 Pokoje Gotowe Wyposażone;720000;50.5;3;14257;3;Gdynia;pomorskie
Osiedle przy ul. Jabłonkowej-duży ogród;461175;70.95;3;6500;0;ostrowski;wielkopolskie
★Pogodno 2 pok w cenie kawalerki ★ Doskonały układ;349000;41.0;2;8512;11;Szczecin;zachodniopomorskie
R E Z E R W A C J A do 18.01.;138000;23.0;1;6000;10;Śląska;śląskie
Piękna kamienica, świetna lokalizacja!;310000;45.3;3;6843;4;Legnica;dolnośląskie
Apartament W Inwestycji Granaria;1522500;72.5;3;21000;5;Gdańsk;pomorskie
Przytulne,dwustronne mieszkanie przy Bulwarach50m;275000;50.0;2;5500;2;Włocławek;kujawsko-pomorskie
